department,job,timeclass,startdate,hourly_wage,regular_pay,overtime_pay,other_pay,total_pay,reg_hours,overtime_hours,total_hours
Police,Police Officer,F,2/19/2001,37.79,77606.4,13594.44,8341.65,99542.48999999999,39.49274329798278,4.612005618091884,44.10474891607466
Police,Police Officer,F,3/26/2018,30.04,61283.2,1652.64,5777.37,68713.20999999999,39.23179350609444,0.7053159889378264,39.93710949503227
Aviation,Aviation Supv III,F,4/29/2002,41.78,85972.8,0,2775.1,88747.90000000001,39.572117686047804,0,39.572117686047804
Public Works,Equipment Shop Foreman,F,10/6/1997,34.2,74732.21,3728.36,9718.73,88179.3,42.0221603688709,1.3976458239616134,43.41980619283251
Street Transportation,Equipment Op III,F,2/2/2015,24.37,48136,0,112.13,48248.13,37.984912092421325,0,37.984912092421325
Aviation,Human Resources Supervisor,F,3/27/2006,48.49,99584.32,2500,2014.6,104098.92000000001,39.49439218236909,0.6609874623898134,40.1553796447589
Police,Police Officer,F,7/1/2019,28.41,56506.63,9138.13,9403.33,75048.09,38.24941786478217,4.123742091535122,42.37315995631729
Fire,Fire Captain 56hr,F,4/30/2001,34.73,104740.06,7624.07,11277.96,123642.09,57.99688808168509,2.8144108027494146,60.81129888443451
Fire,Firefighter 56hr,F,9/10/2007,26.86,74560.51,19693.83,4256.62,98510.95999999999,53.382574889741676,9.400037230081908,62.78261211982358
Human Services,Head Start Area Supervisor,F,3/27/2017,37.14,75476,0,75,75551,39.080816867569695,0,39.080816867569695
Planning & Development,Senior Engineering Tech,F,11/1/2021,19.59,6268.8,0,75,6343.8,6.153846153846154,0,6.153846153846154
Police,Police Officer,F,10/8/2018,30.04,59222.6,2847.48,2352.46,64422.54,37.91265492164294,1.2152514595923383,39.12790638123528
Public Works,Solid Waste Equipment Operator,F,4/24/2006,25.73,52857.6,16392.22,963.02,70212.84000000001,39.506113785165475,8.167767845575852,47.67388163074133
Police,Police Asst*Special Detail,F,10/4/1999,26.08,52647.2,658.68,1781.6,55087.479999999996,38.82078810759793,0.3237966021708353,39.144584709768765
Fire,Firefighter 56hr,F,9/10/2007,24.48,70667.67,31762.19,5292.55,107722.41,55.51444664404222,16.63429591922239,72.14874256326462
Parks and Recreation,Lifeguard,P,4/22/2019,14.72,6245.94,284.97,0,6530.91,8.159934155518394,0.2481971153846154,8.40813127090301
Planning & Development,Principal Engineering Tech,F,9/12/2016,28.89,57357.6,0,75,57432.6,38.180365843917244,0,38.180365843917244
Public Works,Solid Waste Foreman,F,5/17/1999,30.95,63876.96,10663.66,7657.71,82198.33,39.68992170995402,4.417240379437472,44.107162089391494
Water Services,Utilities Service Spec*Water,F,9/16/2013,23.7,46137.09,128.96,342.34,46608.38999999999,37.43678188899708,0.06976090014064698,37.50654278913773
Water Services,Support Services Aide,F,11/6/2006,23.7,42972.54,0,1713.6,44686.14,34.868987341772154,0,34.868987341772154
Planning & Development,Records Clerk II,F,1/2/2006,21.57,44484.8,0,1975.34,46460.14,39.66049712920366,0,39.66049712920366
Water Services,Utility Technician,F,9/23/1991,25.08,51049.6,67.74,7190.28,58307.619999999995,39.14366335418967,0.03462765304870568,39.17829100723838
Parks and Recreation,Lifeguard,P,4/22/2019,14.02,5770.77,495.43,0,6266.200000000001,7.915573905409856,0.4530432715168807,8.368617176926737
Police,Police Officer,F,7/16/2018,30.04,60102.8,3973.09,2508.14,66584.03,38.47613438492267,1.6956408549284714,40.171775239851144
Street Transportation,Street Maint Foreman II,F,10/27/2003,27.97,57550.4,3068.22,4712.92,65331.54,39.56876873573334,1.4063694617859794,40.97513819751932
Police,Police Officer,F,12/16/2019,26.82,54619.2,2290.32,11659.88,68569.4,39.163655136809496,1.094820168645672,40.258475305455164
Street Transportation,Parking Meter Specialist,F,12/5/2016,19.92,40010.8,1449,0,41459.8,38.626428792091446,0.9325764596848933,39.55900525177634
Fire,Firefighter 56hr,F,3/14/2016,24.92,75142.81,4289.14,129.75,79561.7,57.98772224966045,2.20662015886735,60.1943424085278
Planning & Development,Senior Engineering Tech,F,7/2/2007,24.92,39310.8,0,2859.8,42170.600000000006,30.336152611433512,0,30.336152611433512
Street Transportation,Principal Engineering Tech,F,10/15/2001,39,77746.72,0,3091,80837.72,38.33664694280079,0,38.33664694280079
Street Transportation,Management Asst II,F,8/27/2007,35.28,69176.8,0,2897.4,72074.2,37.70757020757021,0,37.70757020757021
Human Services,Secretary II,F,6/14/1999,20.55,42385.6,0,5147,47532.6,39.664607898184535,0,39.664607898184535
Parks and Recreation,Gardener,F,1/30/2017,19.16,38093.84,0,0,38093.84,38.234543118676726,0,38.234543118676726
Police,Police Officer,F,12/31/2007,37.79,77606.4,14545.86,2297.77,94450.03,39.49274329798278,4.934781281169214,44.42752457915199
Public Works,Solid Waste Foreman,F,9/26/2016,26.13,48014.49,6055.57,9.6,54079.659999999996,35.33699108010244,2.9711256341566328,38.30811671425908
Police,Police Officer,F,9/7/2020,26.82,51895.6,1628.14,5859.16,59382.899999999994,37.210749727528246,0.7782844796267614,37.98903420715501
Fire,Fire Engineer 56hr,F,2/2/2015,29.24,88150.14,30018.59,129.75,118298.48,57.97520519835842,13.161891858711284,71.1370970570697
Police,Police Officer,F,3/24/2008,37.79,77606.4,0,2190.26,79796.65999999999,39.49274329798278,0,39.49274329798278
Fire,Fire Communications Supervisor,F,10/23/2006,37.14,74969.48,66.98,26191.9,101228.35999999999,38.818545213537135,0.023121107935324417,38.84166632147246
Aviation,Building Equip Op I,F,8/28/2006,30.6,62852.8,2048.66,3896.17,68797.63,39.50025138260432,0.8583291436232611,40.35858052622758
Police,Crime Scene Specialist II,F,6/23/2014,27.41,55158.32,1073.16,753.8,56985.280000000006,38.69890270255101,0.5019504391996183,39.20085314175063
Public Works,Solid Waste Worker,F,1/16/2006,20.83,42788.8,3606.24,1629.1,48024.14,39.5036744340633,2.2195797481443185,41.72325418220762
Water Services,Operations Analyst,F,4/19/2021,28.89,40195.2,0,75,40270.2,26.756130681364326,0,26.756130681364326
Fire,Fire Captain 56hr,F,4/11/2005,28.56,82285.4,5387.38,5454.77,93127.55,55.406566472742945,2.4183814551461613,57.824947927889106
Parks and Recreation,Recreation Instructor,P,4/9/2018,16.24,26322.24,480.55,87.45,26890.24,31.169761273209552,0.37936560565870914,31.54912687886826
Police,Police Officer,F,5/24/2004,37.79,77606.4,0,2830.5,80436.9,39.49274329798278,0,39.49274329798278
Municipal Court,Court/Legal Clerk II,F,2/24/2020,17.97,36717.2,1185.17,0,37902.369999999995,39.29326655537006,0.8455474223420801,40.13881397771214
Water Services,Utility Mechanic*SCBA,F,2/25/2019,25.08,50301.12,905.64,6.4,51213.16,38.56974604343026,0.462949331370384,39.03269537480064
Police,Police Assistant,F,12/25/2000,24.92,51396.8,4931.61,4001.22,60329.630000000005,39.66292134831461,2.537149648104704,42.20007099641931
Fire,Firefighter*Recruit (NC),F,11/1/2021,23.5,6121.75,0,129.75,6251.5,5.009615384615385,0,5.009615384615385
Police,Police Reserves,P,7/1/2019,28.41,0,0,1150,1150,0,0,0
Police,Police Officer,F,3/13/2017,31.75,64676.8,0,1695.7,66372.5,39.17431859479104,0,39.17431859479104
Police,Police Reserves,P,10/3/2011,28.41,0,0,1545,1545,0,0,0
Street Transportation,Environmental Quality Spec,F,7/16/2007,41.78,85972.8,0,1675.04,87647.84,39.572117686047804,0,39.572117686047804
Water Services,Info Tech Analyst/Prg III,F,4/23/2007,51.02,104979.2,0,5815.94,110795.14,39.56939963212013,0,39.56939963212013
Parks and Recreation,Recreation Instructor,P,6/19/2017,15.55,10279.21,141.54,23.18,10443.93,12.712354687113528,0.11669552312639128,12.82905021023992
Fire,Firefighter 56hr,F,2/11/2019,18.53,49559.41,6882.73,1841.2,58283.34,51.4336522894267,4.762014474102978,56.19566676352968
Public Works,Solid Waste Equipment Operator,F,9/21/2020,20.69,29766.77,3131.21,11.25,32909.23,27.667369966910808,1.940247363398644,29.607617330309452
Police,Supplies Clerk II*U3,F,2/12/2007,23.7,48881.6,2508.24,1775.14,53164.979999999996,39.66374553716326,1.3568321973385264,41.020577734501785
Water Services,Senior Utility Technician,F,7/31/2006,25.08,50634.88,1871.63,1274.16,53780.67,38.825665562507666,0.9567486606960293,39.782414223203695
Planning & Development,Engineering Tech,F,5/3/2021,17.11,21607.68,0,692.96,22300.64,24.285932652969475,0,24.285932652969475
Parks and Recreation,Parks Foreman I,F,12/8/2014,20.33,41770,2253.12,1701.4,45724.520000000004,39.51152143478755,1.4208634454576412,40.93238488024519
Parks and Recreation,Groundskeeper,F,8/11/1997,18.61,38227.2,19590.7,2036.45,59854.34999999999,39.502335386268754,13.496121467642157,52.99845685391091
Aviation,Supplies Clerk III*U2,F,11/21/2016,19.59,37617.93,107.96,0,37725.89,36.928112851926024,0.07065352547741523,36.99876637740344
Police,Police Officer,F,12/22/2003,37.79,77606.4,6968.03,3943.72,88518.15,39.49274329798278,2.363951255589255,41.856694553572034
Water Services,Senior Utility Operator*SCBA,F,10/21/2019,31.84,65398.4,14623.53,2914.75,82936.68000000001,39.49942017781214,5.888227193660612,45.38764737147275
Library,Library Circulation Attnd I,P,4/30/2012,15.55,15974.92,0,88,16062.92,19.756270096463023,0,19.756270096463023
Parks and Recreation,Parks & Recreation Aide,P,10/21/2019,15.31,3720.33,0,14.4,3734.73,4.673076923076923,0,4.673076923076923
Police,Police Officer,F,4/19/2021,25.34,34270.8,608.16,1468.35,36347.310000000005,26.008439074737417,0.3076923076923077,26.316131382429724
Public Works,Solid Waste Equipment Operator,F,11/21/2016,23.39,47250.56,17430.78,1905.11,66586.45,38.84842306047949,9.55414871575624,48.40257177623573
Planning & Development,Engineering Tech,F,1/16/2017,19.59,39196.8,0,0,39196.8,38.47803039227236,0,38.47803039227236
Public Works,Contracts Specialist II,F,12/18/2006,35.28,70348.4,0,1486.2,71834.59999999999,38.34619745334031,0,38.34619745334031
Aviation,Public Information Officer,F,9/9/1996,41.78,85972.8,0,8064.2,94037,39.572117686047804,0,39.572117686047804
Parks and Recreation,Lifeguard,P,4/19/2021,14.72,5542.67,415.21,75,6032.88,7.241155413879598,0.36163078316610925,7.602786197045708
Planning & Development,Civil Inspector II,F,5/20/1996,36.63,75540.8,26512.2,17417.23,119470.23,39.65895965895966,9.279279279279278,48.93823893823894
Water Services,Water Services Technician,F,10/11/2004,23.05,47339.2,0,2135.24,49474.439999999995,39.49541131319873,0,39.49541131319873
Police,Police Lieutenant,F,8/28/1989,64.47,132955.2,0,4600.36,137555.56,39.659233274868456,0,39.659233274868456
Library,Library Clerk I,P,8/29/2005,16.24,23020.4,0,106.53,23126.93,27.259852216748772,0,27.259852216748772
Water Services,Senior Utility Technician,F,4/7/2008,28.31,54252.77,1368.66,1159.88,56781.31,36.85349699752738,0.6198136021519987,37.47331059967938
Police,Police Officer,F,11/26/1990,37.79,77606.4,5001.2,5545.36,88152.95999999999,39.49274329798278,1.6966908895990662,41.189434187581845
Street Transportation,Civil Engineer II,F,2/15/2016,33.55,68092.32,0,1215.7,69308.02,39.030333600825415,0,39.030333600825415
Water Services,Water Services Specialist,F,7/8/2002,26.13,53667.2,0,2753,56420.2,39.49718861314728,0,39.49718861314728
Police,Police Sergeant,F,4/5/2010,46.09,93645.6,21570.66,6168.5,121384.76000000001,39.073051053957975,6.0001502077874385,45.07320126174541
Fire,Firefighter 56hr,F,9/19/2011,24.48,75768.51,21170.5,6938.58,103877.59,59.52151677978883,11.087282135076254,70.60879891486509
Police,Police Officer,F,10/21/2019,28.41,55366.2,3348.45,5154.15,63868.799999999996,37.477459182844605,1.511047031110389,38.98850621395499
Human Services,Caseworker I,F,1/25/2010,24.92,51396.8,0,1175.32,52572.12,39.66292134831461,0,39.66292134831461
Water Services,Utilities Service Spec*Water,F,10/8/2007,24.92,40549.99,8.75,1675.04,42233.78,31.292435794542534,0.004501584557764332,31.2969373791003
Police,Police Officer,F,2/1/1993,37.79,77606.4,9816.93,5571.66,92994.98999999999,39.49274329798278,3.330459828607487,42.823203126590265
Human Services,Workforce Development Spec,F,3/11/2019,24.89,51170.24,0,75,51245.24,39.53568006922767,0,39.53568006922767
Human Services,Caseworker II,F,10/7/2019,21.44,43491.52,941.7,75,44508.219999999994,39.010045924225025,0.5631099311136624,39.57315585533869
Public Works,Solid Waste Foreman,F,10/13/2014,26.13,51776.64,24035.63,6742.2,82554.47,38.105802349200744,11.792923940455514,49.89872628965626
Water Services,Senior GIS Technician,F,3/27/2006,35.98,74032,0,1975.34,76007.34,39.568991319964084,0,39.568991319964084
Planning & Development,Principal Engineering Tech,F,9/7/1993,41.78,85972.8,0,8742.4,94715.2,39.572117686047804,0,39.572117686047804
Parks and Recreation,Gardener*Sprinkler System,F,5/6/1985,21.58,44337.6,0,1895,46232.6,39.51094318100806,0,39.51094318100806
Street Transportation,Street Maint Supervisor,F,8/27/2007,31.93,61981.92,6695.75,2476,71153.67,37.33041027247103,2.688473182522666,40.01888345499369
Police,Multimedia Specialist,F,4/6/1998,35.98,74032,3513.73,4994.4,82540.12999999999,39.568991319964084,1.2520239164208036,40.82101523638489
Municipal Court,Court/Legal Clerk II,F,4/5/1999,21.57,41567.01,0,4325,45892.01,37.05913662137584,0,37.05913662137584
Human Services,Caseworker I,F,2/18/2013,24.92,50244.8,0,0,50244.8,38.77392270650698,0,38.77392270650698
Police,Police Reserves,P,9/11/2017,28.41,0,340.93,1225,1565.93,0,0.15385066652226104,0.15385066652226104
Aviation,Aviation Dispatcher,F,2/13/2017,21.57,43358.78,23876.24,366.26,67601.28,38.65659213294818,14.191267548708437,52.847859681656615
Police,Police Officer,F,8/1/2005,37.79,77606.4,33551.73,4099.02,115257.15000000001,39.49274329798278,11.382651087996418,50.87539438597919
Parks and Recreation,Customer Service Clerk,F,2/23/1998,19.59,38394.88,0,75,38469.88,37.69081556524129,0,37.69081556524129
Parks and Recreation,Recreation Coordinator II,F,8/26/1996,32.56,66996.8,0,4941.74,71938.54000000001,39.57002457002457,0,39.57002457002457
Police,Police Officer,F,7/16/2018,28.41,58218.4,9132.04,7000.69,74351.13,39.40811740178161,4.1209938717858465,43.52911127356746
Human Services,Contracts Specialist II,F,5/21/2018,33.55,65057.6,0,0,65057.6,37.29084030723375,0,37.29084030723375
Planning & Development,Engineering Tech,F,9/20/2021,16.24,8444.8,341.04,75,8860.84,10,0.2692307692307693,10.26923076923077
Police,Police Officer,F,10/23/2017,31.75,62520,1437.39,2518.78,66476.17,37.867958812840705,0.580411871592974,38.44837068443368
Police,Police Officer,F,6/4/2018,30.04,43100.16,665.76,11010.49,54776.41,27.591519000307287,0.2841339752125371,27.875652975519824
Municipal Court,Lead Business Systems Analyst,F,1/28/2019,48.49,92177.6,0,75,92252.6,36.55694274790996,0,36.55694274790996
Police,Police Officer,F,8/13/2018,26.82,55080,2006.13,1201.5,58287.63,39.49406298399587,0.9589714908506853,40.453034474846554
Fire,Fire Prevention Spec II,F,2/24/2020,26.08,55388.39,3949.7,800,60138.09,40.84207615620576,1.941609642913324,42.783685799119084
Water Services,Utility Crew Chief,F,4/9/2007,30.34,59684.8,21535.84,5969.09,87189.73,37.83073880634856,9.100214661190272,46.930953467538835
Police,Police Officer,F,3/15/2004,37.79,77606.4,4077.79,6882.3,88566.48999999999,39.49274329798278,1.3834178082656514,40.87616110624843
Municipal Court,Bailiff*Lead,F,11/5/2007,24.92,51589.68,18.99,1675.04,53283.71,39.81176688480059,0.009769724657365106,39.82153660945796
Street Transportation,Traffic Engineer III,F,11/6/2017,45.31,89267.6,0,3699.8,92967.40000000001,37.887543928153065,0,37.887543928153065
Parks and Recreation,Recreation Leader,P,6/19/2017,16.24,28319.48,87.23,0,28406.71,33.53481432360743,0.06886288998357964,33.603677213591006
Parks and Recreation,Recreation Instructor,P,4/25/2016,16.24,23089.93,122.26,42.8,23254.989999999998,27.34218690791967,0.09651698875836809,27.43870389667804
Police,Police Officer,F,2/27/2017,31.75,64142.4,2685.76,8732.52,75560.68000000001,38.85063597819504,1.0844982838683628,39.9351342620634
Fire,Firefighter 56hr,F,1/14/2008,26.98,79762.11,16213.37,5541.95,101517.43,56.852732793522264,7.704363155993994,64.55709594951625
Public Works,Property Manager,F,9/18/2000,46.21,95086.4,0,6373.08,101459.48,39.571188387461916,0,39.571188387461916
Water Services,Industrial Maintenance Mech,F,11/16/1987,30.6,62852.8,1687.54,9740.96,74281.3,39.50025138260432,0.7070303335009217,40.20728171610524
Fire,Firefighter 56hr,F,1/1/2007,28.17,78374.01,8552.7,6500.29,93426.99999999999,53.503461128860486,3.8924387646432375,57.395899893503724
Library,Senior User Technology Spec,F,12/12/2011,33.55,66946.8,0,0,66946.8,38.37372463601972,0,38.37372463601972
Public Works,Support Services Aide,F,6/28/2021,19.59,20348.8,573.01,75,20996.809999999998,19.975654768916634,0.37500163610423953,20.350656405020874
Street Transportation,Motor Broom Operator,F,3/23/1998,25.73,52857.6,1043.7,1827.65,55728.95,39.506113785165475,0.5200454423151665,40.02615922748064
Fire,Fire Captain*40hr,F,6/14/1993,53.48,109886.73,17580.89,3645.07,131112.69,39.513955612450374,4.214585370998983,43.728540983449356
Police,Human Resources Aide,F,4/14/2014,19.34,37129.92,441.17,94.03,37665.119999999995,36.92021318908599,0.2924522048100125,37.212665393896
Water Services,Ops & Maint Tech Trnee (NC),F,7/15/2019,17.69,30951.81,0,433.46,31385.27,33.64766056442144,0,33.64766056442144
Parks and Recreation,Recreation Instructor,P,5/31/2021,15.55,14638.38,0,99.93,14738.31,18.103363838733614,0,18.103363838733614
Police,Police Officer,F,12/16/2019,26.82,54892.8,1453.68,2502.64,58849.12,39.35983479607641,0.6948890036138358,40.05472379969025
Parks and Recreation,Recreation Instructor,P,4/22/2019,15.55,15099.86,290.27,1440.65,16830.780000000002,18.674078654464505,0.23931898755049877,18.913397642015003
Public Works,Senior Engineering Tech,F,1/2/2006,28.75,59296,0,1900.34,61196.34,39.6628762541806,0,39.6628762541806
Human Services,Caseworker I,F,11/10/2003,24.92,51396.8,0,2400.32,53797.12,39.66292134831461,0,39.66292134831461
Fire,Fire Engineer 56hr,F,9/10/2007,29.24,84400.83,4724.93,6964.83,96090.59000000001,55.509332579185525,2.0716835034550494,57.58101608264057
Parks and Recreation,Recreation Coordinator III,F,8/6/2012,28.89,53903.36,0,715.25,54618.61,35.881034161407996,0,35.881034161407996
Police,Police Comm Op*Radio/911,F,4/19/1999,33.25,43178.93,5707.87,2945.89,51832.69,24.973354540196645,2.200836707152497,27.174191247349142
Parks and Recreation,Lifeguard,P,4/22/2019,14.72,5288.76,282.56,0,5571.320000000001,6.9094377090301,0.24609810479375696,7.155535813823857
Fire,Firefighter 56hr,F,9/11/2006,28.17,80019.2,3795.61,2387.41,86202.22,54.62658037737909,1.7274287066619334,56.354009084041024
Police,Police Recruit (NC),F,11/29/2021,23.53,3764.8,0,2500,6264.8,3.076923076923077,0,3.076923076923077
Police,Police Officer,F,7/26/1999,37.79,77606.4,32359.68,14574.26,124540.33999999998,39.49274329798278,10.978240071651026,50.4709833696338
